Code ALF;Statut;Libellé ALF;Libellé Commercial;Texte Commercial;Famille;Type de produit;Conclusion;Univers;Marché;Code Mercure;Code ADV;Code VAD;Engagement;Jour de facturation;Tarif;Date de fin;Non affiché;Score CRM;CGV;Type de commande
IR137215;C;Option HBO Max Standard + Sport;Option HBO Max Standard + Sport, 2 écrans simultanés (sans engagement);Le meilleur du divertissement pour chaque moment.\r\n\r\nRegardez des films et séries à succès, des productions françaises et des événements sportifs incontournables.\r\nLe bouquet des fans de cinéma et de séries.\r\nLes chaînes OCS : des séries inédites, en US+24, une sélection de films et séries HBO et des films inédits.\r\nDe grandes chaînes cinéma, dont les 6 chaînes Ciné+. Des films d'action, comédies romantiques, grands classiques hollywoodiens...\r\nUne sélection de chaînes et programmes disponibles à la demande et sur tous vos écrans et OCS GO pour télécharger films et séries à regarder où vous voulez hors connexion.\r\n2 chaînes Eurosport\r\n\r\n2 flux simultanés\r\nFull HD\r\n30 téléchargements\r\n12 chaînes en direct;Options TV;Options;;Internet;R;;;;;0;14,99 eur/mois;;0;;;Internet
IR137216;C;Option HBO Max Premium + Sport;Option HBO Max Premium + Sport, 4 écrans simultanés (sans engagement);Le meilleur du divertissement pour chaque moment.\r\n\r\nRegardez des films et séries à succès, des productions françaises et des événements sportifs incontournables.\r\nLe bouquet des fans de cinéma et de séries.\r\nLes chaînes OCS : des séries inédites, en US+24, une sélection de films et séries HBO et des films inédits.\r\nDe grandes chaînes cinéma, dont les 6 chaînes Ciné+. Des films d'action, comédies romantiques, grands classiques hollywoodiens...\r\nUne sélection de chaînes et programmes disponibles à la demande et sur tous vos écrans et OCS GO pour télécharger films et séries à regarder où vous voulez hors connexion.\r\n2 chaînes Eurosport\r\n\r\n4 flux simultanés\r\n4K Ultra HD & Dolby Atmos (voir la 5e question sur la qualité d'image)\r\n100 téléchargements\r\n12 chaînes en direct;Options TV;Options;;Internet;R;;;;;0;18,99 eur/mois;;0;;;Internet
IR137221;C;Pack CINE+ OCS Netflix Standard;Pack CINE+ OCS et Netflix Standard (sans engagement);Le Pack CINE+ OCS et Netflix donne accès aux chaînes live OCS, CINE + Frisson, CINÉ+ Emotion, CINE+ Family, CINE+ Festival, CINE+ Classic, et à un service à la demande CINE+ OCS, ainsi qu'au service Netflix Standard HD.\r\n\r\n;Options TV;Options;;Internet;R;;;;;0;22,49 eur/mois;;0;;;Internet
IR137222;C;bouquet CINE+ OCS;bouquet CINE+ OCS (sans engagement);Le meilleur d'OCS et de CINE+\r\n6 chaînes et un service à la demande pour profiter des films en exclusivité dès 6 mois après la sortie salles, du cinéma à profusion pour tous les passionnés des films de légende aux succès d'aujourd'hui.;Options TV;Options;;Internet;R;;;;;0;12,99 eur/mois;;0;;;Internet
IR137223;C;Orange Services Domicile : Déménagement Personnalisé;Prise de Rendez-Vous : Prestation Déménagement Personnalisé;- Le wifi optimisé dans votre logement\r\n- Un accompagnement personnalisé (éco-gestes, contrôle parental…)\r\n\r\nUn technicien dédié Orange Services à Domicile vient vient à votre domicile réinstaller et reconfigurer de manière optimale l'ensemble de vo;Assistance installation;Information;;Internet;R;;;;;0;299,00 eur;;0;;;Internet
IR137224;C;Orange Services Domicile : Performance Wifi;Prise de Rendez-Vous : Prestation Performance Wifi;Vous profitez de l'accompagnement d'un technicien pour :\r\n\r\n- Installation de la Livebox et le décodeur TV,\r\n- Connecter tous vos équipements (tablettes, ordinateur, smartphone, TV connectés..),\r\n- Paramétrage du Wifi,\r\n- proposer les optimisations nécessaires pour profiter pleinement d'internet et de la TV d'Orange partout où vous le souhaitez,\r\n- Accompagnement personnalisé sur le wifi, le contrôle parental et les éco-gestes nimeriques.\r\n- découvrir comment utiliser vos services.\r\n- Prise en main TV d'Orange ou Orange et mois.\r\nGarantie 30 jours \r\n\r\nPerformance Wifi est une prestation de Services à la personne qui est éligible à un crédit d'impôts de 50%.;Assistance installation;Information;;Internet;R;;;;;0;109,00 eur;;0;;;Internet
IR137227;C;Open 2h 4Go Fibre SIM 45,99 eur (migtech);Open 2h 4Go Fibre Exclusif SIM 45,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, téléphone + forfait mobile 4 Go d'internet mobile.\r\n\r\nOffre sans mobile associé et incompatible avec le Programme Changer de Mobile.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Pack Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;45,99 eur/mois*;;0;;4714_RC_Offre_Open_2h_4Go_Fibre_MigTec.pdf;Internet
IR137228;C;Open 40 Go Fibre SIM 60,99 eur (migtech);Open 40 Go Fibre Exclusif SIM 60,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, téléphone + forfait mobile 40 Go d'internet mobile.\r\n\r\nOffre sans mobile associé et incompatible avec le Programme Changer de Mobile.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Pack Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;60,99 eur/mois*;;0;;4713_RC_Open_40Go_Fibre_MigTec.pdf;Internet
IR137229;C;Open Zen 10Go Fibre SIM 56,99 eur (migtech);Open Zen 10 Go Fibre Exclusif SIM 56,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, téléphone + forfait mobile 10 Go d'internet mobile.\r\n\r\nOffre sans mobile associé et incompatible avec le Programme Changer de Mobile.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois;Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;56,99 eur/mois*;;0;;4673_RC_Offre_Open_Zen_10Go_Fibre_MigTec.pdf;Internet
IR137230;C;Open 40 Go Fibre Exclu SIM 58,99 eur (migtech);Open 40 Go Fibre Exclusif SIM 58,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, téléphone + forfait mobile 40 Go d'internet mobile.\r\n\r\nOffre sans mobile associé et incompatible avec le Programme Changer de Mobile.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Pack Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;58,99 eur/mois*;;0;;4672_RC_Offre_Open_40Go_Fibre_MigTec.pdf;Internet
IR137231;C;Open Up 50 Go Fibre SIM 68,99 eur (migtech);Open Up 50 Go Fibre Exclusif SIM 68,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, téléphone + forfait mobile 50 Go d'internet mobile.\r\n\r\nOffre sans mobile associé et incompatible avec le Programme Changer de Mobile.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Pack Open Up Fibre migtech (migration);Offres;;Internet;R;;;;;0;68,99 eur/mois*;;0;;4105_RC_offre_Open_Up_50Go_Fibre_MigTec.pdf;Internet
IR137232;C;Open 2h 100Mo Fibre SIM 41,99 eur (migtech);Open 2h 100 Mo Fibre Exclusif SIM 41,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, téléphone + forfait mobile 100 Mo d'internet mobile.\r\n\r\nOffre sans mobile associé et incompatible avec le Programme Changer de Mobile.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois;Pack Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;41,99 eur/mois*;;0;;4101_RC_offre_Open_2h_100Mo_Fibre_MigTec.pdf;Internet
IR137233;C;Open Play 50Go Fibre SIM 66,99 eur (migtech);Open Play 50Go Fibre Exclusif SIM 66,99 eur/mois;Vous avez choisi une offre fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nVos services internet pour la maison :\r\nInternet 200Mbit/s en débit descendant, 100Mbit/s en débit montant, \r\nTV d'Orange + TV à la demande et accès à la VOD + enregistreur TV jusqu'à 160Go (sous réserve d'activation de la TV d'Orange avec le décodeur TV4 compatible.\r\n\r\nTéléphone par internet :\r\n- appels illimités vers les fixes de France métropolitaine et DOM et de plus de 100 destinations,\r\n- appels illimités vers les mobiles tous opérateurs de France métropolitaine, des DOM, des USA et du Canada.\r\n\r\nVotre forfait mobile :\r\nDepuis la France métropolitaine :\r\n- appels illimités vers les fixes et mobiles de France métropolitaine et des DOM,\r\n- SMS/MMS illimités en France métropolitaine et vers les DOM,\r\n- internet mobile en 4G/4G+ : 50 Go (débit réduit au-delà).\r\n\r\n* Location livebox incluse : 3,00 eur/mois\r\n\r\nDécodeur + carte d'accès TV nécessaires pour la TV d'Orange.;Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;66,99 eur/mois*;;0;;4715_RC_offre_Open_Play_50Go_Fibre_MigTec.pdf;Internet
IR137234;C;Open Play 50Go Fibre SIM 61,99 eur (migtech);Open Play 50Go Fibre Exclusif SIM 61,99 eur/mois;Vous avez choisi une offre fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nVos services internet pour la maison :\r\nInternet 200Mbit/s en débit descendant, 100Mbit/s en débit montant, \r\nTV d'Orange + TV à la demande et accès à la VOD + enregistreur TV jusqu'à 160Go (sous réserve d'activation de la TV d'Orange avec le décodeur TV4 compatible.\r\n\r\nTéléphone par internet :\r\n- appels illimités vers les fixes de France métropolitaine et DOM et de plus de 100 destinations,\r\n- appels illimités vers les mobiles tous opérateurs de France métropolitaine, des DOM, des USA et du Canada.\r\n\r\nVotre forfait mobile :\r\nDepuis la France métropolitaine :\r\n- appels illimités vers les fixes et mobiles de France métropolitaine et des DOM,\r\n- SMS/MMS illimités en France métropolitaine et vers les DOM,\r\n- internet mobile en 4G/4G+ : 50 Go (débit réduit au-delà).\r\n\r\n* Location livebox incluse : 3,00 eur/mois\r\n\r\nDécodeur + carte d'accès TV nécessaires pour la TV d'Orange.;Open Fibre migtech (migration);Offres;;Internet;R;;;;;0;61,99 eur/mois*;;0;;4716_RC_offre_Open_play_50Go_Fibre_MigTec.pdf;Internet
IR137237;C;Renouvellement carte SIM (FM/FMR) 10 eur;Renouvellement carte SIM pour Forfait Mobile : 10 eur;;Options Mobile Orange;Options;;Internet;R;;;;;0;10,00 eur;;0;;;Mobile
IR137238;C;Renouvellement carte SIM (OPEN) 10 eur;Renouvellement carte SIM pour Forfait Mobile Packs Open : 10 eur;;Options Mobile Open;Options;;Internet;R;;;;;0;10,00 eur;;0;;;Internet
IR137239;C;Multi-SIM (FM/FMR) : frais activation 10 eur;Multi-SIM pour Forfait Mobile, frais d'activation de service : 10 eur;Une 2ème carte SIM pour une tablette ou un 2ème téléphone.;Options Mobile Orange;Options;;Internet;R;;;;;0;10,00 eur;;0;;;Mobile
IR137240;C;Multi-SIM (OPEN) : frais activation 10 eur;Multi-SIM pour Forfait Mobile Packs Open, frais d'activation de service : 10 eur;Une 2ème carte SIM pour une tablette ou un 2ème téléphone.;Options Mobile Open;Options;;Internet;R;;;;;0;10,00 eur;;0;;;Internet
IR137241;C;Multi-SIM (OPEN) : frais activation 0 eur;Multi-SIM pour Forfait Mobile Packs Open, frais d'activation de service offert;Une 2ème carte SIM pour une tablette ou un 2ème téléphone.;Options Mobile Open;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Internet
IR137242;C;Multi-SIM (FM/FMR) : frais activation 0 eur;Multi-SIM pour Forfait Mobile, frais d'activation de service offerts;Une 2ème carte SIM pour une tablette ou un 2ème téléphone.;Options Mobile Orange;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Mobile
IR137243;C;Carte SIM (Sosh) : frais activation 10 eur;Carte SIM pour Forfait Mobile Sosh, frais d'activation de service : 10 eur;;Options Mobile Sosh;Options;;Internet;R;;;;;0;10,00 eur;;0;;;Mobile
IR137244;C;Multi-SIM internet +1Go (FM/FMR) 0 eur;Option Multi-SIM internet +1 Go pour Forfait Mobile (sans engagement) : offert;;Options Mobile Orange;Options;;Internet;R;;;;;0;0,00 eur/mois;;0;;;Mobile
IR137245;C;Multi-SIM internet +1Go (OPEN) 0 eur;Option Multi-SIM internet +1 Go pour Forfait Mobile Packs Open (sans engagement) : offert;;Options Mobile Open;Options;;Internet;R;;;;;0;0,00 eur/mois;;0;;;Internet
IR137246;C;Pack CINE+ OCS Netflix Premium;Pack CINE+ OCS et Netflix Premium (sans engagement);Le Pack CINE+ OCS et Netflix donne accès aux chaînes live OCS, CINE + Frisson, CINÉ+ Emotion, CINE+ Family, CINE+ Festival, CINE+ Classic, et à un service à la demande CINE+ OCS, ainsi qu'au service Netflix Premium HD.\r\n\r\n;Options TV;Options;;Internet;R;;;;;0;28,99 eur/mois;;0;;;Internet
IR137247;C;Multi-SIM internet +1Go (OPEN) 5 eur;Option Multi-SIM internet +1 Go pour Forfait Mobile Packs Open (sans engagement) : 5 eur/mois;;Options Mobile Open;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Internet
IR137248;C;Multi-SIM internet +1Go (FM/FMR) 5 eur;Option Multi-SIM internet +1 Go pour Forfait Mobile (sans engagement) : 5 eur/mois;;Options Mobile Orange;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Mobile
IR137251;C;Pack Orange Cybersecure (FM/FMR) 7 eur;Pack Orange Cybersecure pour Forfait Mobile (sans engagement) : 7 eur/mois;Une solution de protection complète.\r\n\r\nCette option se compose de :\r\n- un antivirus (10 postes)\r\n- un antispam voix Mobile via Orange Téléphone\r\n- un accompagnement cyber\r\n- un portail cybersécurité.orange.fr aidant à la levée de doute sur les liens url suspects\r\n- Notification messages malveillants avec Scam Alerte : Identifie et bloque les liens suspects contenus dans les SMS (iOS et Android) et applications de messagerie instantanée (WhatsApp, Messenger, Telegram, Discord sous Android).\r\n- Un avertissement apparaît sur le téléphone de l'utilisateur dès la réception d'un message comportant un lien suspect.\r\n- Harmonisation et nouvelle ergonomie de l'app SSO version mobile (iOS et Android).\r\n- Ajout nouvel appareil à protéger depuis l'app mobile directement.\r\n- Contrôle Parental (console parent) : Permet de gérer le paramétrage et visualiser les usages du contrôle parental enfant (Windows et Mac).;Options Mobile Orange;Options;;Internet;R;;;;;0;7,00 eur/mois;;0;;CS_Option_Orange_Cybersecure.pdf;Mobile
IR137252;C;Option Deezer Premium (OPEN) 11,99 eur;Orange Deezer Premium pour Forfait Mobile Packs Open (sans engagement) : 11,99 eur/mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.;Options Mobile Open;Options;;Internet;R;;;;;0;11,99 eur/mois;;0;;;Internet
IR137253;C;Option Deezer Premium (FM/FMR) 11,99 eur;Orange Deezer Premium pour Forfait Mobile (sans engagement) : 11,99 eur/mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.;Options Mobile Orange;Options;;Internet;R;;;;;0;11,99 eur/mois;;0;;;Mobile
IR137254;C;Option 20h vers Europe, USA, Canada +100 SMS (OPEN);Option 20h vers Europe, USA, Canada +100 SMS depuis un Forfait Mobile Packs Open (sans engagement);20h d'appels depuis la France métropolitaine vers les mobiles et les fixes d'Europe, des USA et du Canada.\r\n100 SMS internationaux à envoyer depuis la France.;Options Mobile Open;Options;;Internet;R;;;;;0;8,00 eur/mois;;0;;;Internet
IR137255;C;Option 20h vers Europe, USA, Canada +100 SMS (FM/FMR);Option 20h vers Europe, USA, Canada +100 SMS depuis un Forfait Mobile (sans engagement);20h d'appels depuis la France métropolitaine vers les mobiles et les fixes d'Europe, des USA et du Canada.\r\n100 SMS internationaux à envoyer depuis la France.;Options Mobile Orange;Options;;Internet;R;;;;;0;8,00 eur/mois;;0;;;Mobile
IR137256;C;Option appels illimités vers 3 numéros (OPEN 2h 100Mo);Option appels illimités vers 3 numéros pour Forfait Mobile Packs Open 2h 100Mo (sans engagement);3 numéros fixes ou mobiles illimités\r\nAppels, SMS, MMS en France comme en Europe;Options Mobile Open;Options;;Internet;R;;;;;0;2,00 eur/mois;;0;;;Internet
IR137257;C;Option appels illimités vers 3 numéros (FM/FMR 2h 100Mo);Option appels illimités vers 3 numéros pour Forfait Mobile 2h 100Mo (sans engagement);3 numéros fixes ou mobiles illimités\r\nAppels, SMS, MMS en France comme en Europe;Options Mobile Orange;Options;;Internet;R;;;;;0;2,00 eur/mois;;0;;;Mobile
IR137258;C;Netflix Standard (FM/FMR) 14,99 eur;Netflix Standard pour Forfait Mobile (sans engagement) : 14,99 eur/mois;2 écrans à la fois\r\nHaute Définition\r\nTéléchargement (2 appareils);Options Mobile Orange;Options;;Internet;R;;;;;0;14,99 eur/mois;;0;;;Mobile
IR137259;C;Netflix Premium (FM/FMR) 21,99 eur;Netflix Premium pour Forfait Mobile (sans engagement) : 21,99 eur/mois;4 écrans à la fois\r\nHaute Définition\r\nTéléchargement (6 appareils);Options Mobile Orange;Options;;Internet;R;;;;;0;21,99 eur/mois;;0;;;Mobile
IR137260;C;Option Deezer Premium (FM/FMR) 1 eur pdt 3 mois;Orange Deezer Premium pour Forfait Mobile (sans engagement) : 1 eur/mois pendant 3 mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.;Options Mobile Orange;Options;;Internet;R;;;;;0;1,00 eur/mois pendant 3 mois, puis 11,99 eur/mois;;0;;;Mobile
IR137261;C;Option Deezer Premium (OPEN) 1 eur pdt 3 mois;Orange Deezer Premium pour Forfait Mobile Packs Open (sans engagement) : 1 eur/mois pendant 3 mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.;Options Mobile Open;Options;;Internet;R;;;;;0;1,00 eur/mois pendant 3 mois, puis 11,99 eur/mois;;0;;;Internet
IR137262;C;Option Deezer Premium (Offres Internet) 1 eur pdt 3 mois;Orange Deezer Premium sur les Offres Internet (sans engagement) : 1 eur/mois pendant 3 mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.;Options Internet;Options;;Internet;R;;;;;0;1,00 eur/mois pendant 3 mois, puis 11,99 eur/mois;;0;;;Internet
IR137263;C;Option Deezer Famille (FM/FMR) 8,99 eur pdt 6 mois;Orange Deezer Famille pour Forfait Mobile (sans engagement) : 8,99 eur/mois pendant 6 mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.\r\n6 comptes indépendants.;Options Mobile Orange;Options;;Internet;R;;;;;0;8,99 eur/mois pendant 6 mois, puis 19,99 eur/mois;;0;;;Mobile
IR137264;C;Option Deezer Famille (FM/FMR) 19,99 eur;Orange Deezer Famille pour Forfait Mobile (sans engagement) : 19,99 eur/mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.\r\n6 comptes indépendants.;Options Mobile Orange;Options;;Internet;R;;;;;0;19,99 eur/mois;;0;;;Mobile
IR137265;C;Option Deezer Famille (OPEN) 8,99 eur pdt 6 mois;Orange Deezer Famille pour Forfait Mobile Packs Open (sans engagement) : 8,99 eur/mois pendant 6 mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.\r\n6 comptes indépendants.;Options Mobile Open;Options;;Internet;R;;;;;0;8,99 eur/mois pendant 6 mois, puis 19,99 eur/mois;;0;;;Internet
IR137266;C;Option Deezer Famille (Offres Internet) 8,99 eur pdt 6 mois;Orange Deezer Famille sur les Offres Internet (sans engagement) : 8,99 eur/mois pendant 6 mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.\r\n6 comptes indépendants.;Options Internet;Options;;Internet;R;;;;;0;8,99 eur/mois pendant 6 mois, puis 19,99 eur/mois;;0;;;Internet
IR137267;C;Option Deezer Famille (OPEN) 19,99 eur;Orange Deezer Famille pour Forfait Mobile Packs Open (sans engagement) : 19,99 eur/mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.\r\n6 comptes indépendants.;Options Mobile Open;Options;;Internet;R;;;;;0;19,99 eur/mois;;0;;;Internet
IR137268;C;Option Deezer Famille (Offres Internet) 19,99 eur;Orange Deezer Famille sur les Offres Internet (sans engagement) : 19,99 eur/mois;Ecoutez des millions de titres, podcasts et radios depuis tous vos appareils, sans publicité.\r\n6 comptes indépendants.;Options Internet;Options;;Internet;R;;;;;0;19,99 eur/mois;;0;;;Internet
IR137269;C;Option 5h vers Maroc (FM/FMR);Option 5h vers les fixes et mobiles Orange Maroc depuis un Forfait Mobile (sans engagement);Depuis la France métropolitaine, 5h d'appels vers les fixes et mobiles Orange Maroc.;Options Mobile Orange;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Mobile
IR137270;C;Option 5h vers Maroc (OPEN);Option 5h vers les fixes et mobiles Orange Maroc depuis un Forfait Mobile Packs Open (sans engagement);Depuis la France métropolitaine, 5h d'appels vers les fixes et mobiles Orange Maroc;Options Mobile Open;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Internet
IR137271;C;Option 10h vers Maroc (FM/FMR);Option 10h vers les fixes et mobiles Orange Maroc depuis un Forfait Mobile (sans engagement);Depuis la France métropolitaine, 10h d'appels vers les fixes et mobiles Orange Maroc.;Options Mobile Orange;Options;;Internet;R;;;;;0;10,00 eur/mois;;0;;;Mobile
IR137272;C;Option 10h vers Maroc (OPEN);Option 10h vers les fixes et mobiles Orange Maroc depuis un Forfait Mobile Packs Open (sans engagement);Depuis la France métropolitaine, 10h d'appels vers les fixes et mobiles Orange Maroc.;Options Mobile Open;Options;;Internet;R;;;;;0;10,00 eur/mois;;0;;;Internet
IR137273;C;Option 5h vers Tunisie (FM/FMR);Option 5h vers les mobiles Orange Tunisie depuis un Forfait Mobile (sans engagement);Depuis la France métropolitaine, 5h d'appels par mois vers les mobiles Orange Tunisie.;Options Mobile Orange;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Mobile
IR137274;C;Option 5h vers Tunisie (OPEN);Option 5h vers les mobiles Orange Tunisie depuis un Forfait Mobile Packs Open (sans engagement);Depuis la France métropolitaine, 5h d'appels par mois vers les mobiles Orange Tunisie;Options Mobile Open;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Internet
IR137275;C;Option 10h vers Tunisie (FM/FMR);Option 10h vers les mobiles Orange Tunisie depuis un Forfait Mobile (sans engagement);Depuis la France métropolitaine, 10h d'appels par mois vers les mobiles Orange Tunisie.;Options Mobile Orange;Options;;Internet;R;;;;;0;10,00 eur/mois;;0;;;Mobile
IR137276;C;Option 10h vers Tunisie (OPEN);Option 10h vers les mobiles Orange Tunisie depuis un Forfait Mobile Packs Open (sans engagement);Depuis la France métropolitaine, 10h d'appels par mois vers les mobiles Orange Tunisie;Options Mobile Open;Options;;Internet;R;;;;;0;10,00 eur/mois;;0;;;Internet
IR137277;C;Option 1h vers Monde +50 SMS (FM/FMR);Option 1h vers Monde +50 SMS (hors Tunisie et Madagascar) depuis un Forfait Mobile (sans engagement);1h vers tous les pays du monde excepté la Tunisie et Madagascar.\r\n50 SMS internationaux à envoyer depuis la France.;Options Mobile Orange;Options;;Internet;R;;;;;0;14,00 eur/mois;;0;;;Mobile
IR137278;C;Option 1h vers Monde +50 SMS (OPEN);Option 1h vers Monde +50 SMS (hors Tunisie et Madagascar) depuis un Forfait Mobile Packs Open (sans engagement);1h vers tous les pays du monde excepté la Tunisie et Madagascar.\r\n50 SMS internationaux à envoyer depuis la France.;Options Mobile Open;Options;;Internet;R;;;;;0;14,00 eur/mois;;0;;;Internet
IR137279;C;Engagement : 12 mois;Engagement : 12 mois;;Marquage;Information;;Internet;R;;;;;0;;;0;;;Autres
IR137280;C;Engagement : 24 mois;Engagement : 24 mois;;Marquage;Information;;Internet;R;;;;;0;;;0;;;Autres
IR137281;C;Livebox Up Fibre 48,99 eur (migtech);Livebox Up Fibre Exclusif 48,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nInternet, TV d'Orange (sous réserve d'activation de la TV d'Orange) et appels illimités vers les fixes de France métropolitaine, de plus de 110 destinations à l'international.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n\r\n*Location livebox incluse : 3,00 eur/mois\r\nDécodeur + carte d'accès TV nécessaires pour la TV d'Orange.;Livebox Up Fibre migtech (migration);Offres;;Internet;R;;;;;0;48,99 eur/mois;;0;;4472_RC_Livebox_Up_Fibre_MigTec.pdf;Internet
IR137282;C;Livebox Up Fibre 46,99 eur (migtech);Livebox Up Fibre Exclusif 46,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nTout en bénéficiant de la meilleure technologie et d'un meilleur débit donnant accès à de nouveaux usages et services.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n*Location Livebox incluse : 3,00 eur/mois;Livebox Up Fibre migtech (migration);Offres;;Internet;R;;;;;0;46,99 eur/mois*;;0;;4102_RC_Livebox_Up_Fibre_MigTec.pdf;Internet
IR137283;C;Livebox Zen Fibre 40,90 eur (migtech);Livebox Zen Fibre Exclusif 40,90 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nTout en bénéficiant de la meilleure technologie et d'un meilleur débit donnant accès à de nouveaux usages et services\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n*Location Livebox incluse : 3,00 eur/mois;Livebox Fibre migtech (migration);Offres;;Internet;R;;;;;0;40,90 eur/mois*;;0;;4104_RC_Livebox_Zen_Fibre_MigTec.pdf;Internet
IR137285;C;Livebox Zen Fibre 40,99 eur (migtech);Livebox Zen Fibre Exclusif 40,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nTout en bénéficiant de la meilleure technologie et d'un meilleur débit donnant accès à de nouveaux usages et services\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n*Location Livebox incluse : 3,00 eur/mois;Livebox Fibre migtech (migration);Offres;;Internet;R;;;;;0;40,99 eur/mois*;;0;;4750_RC_Livebox_Zen_Fibre_MigTec.pdf;Internet
IR137286;C;Livebox Play Fibre 44,99 eur (migtech);Livebox Play Fibre Exclusif 44,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nTout en bénéficiant de la meilleure technologie et d'un meilleur débit donnant accès à de nouveaux usages et services\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n*Location Livebox incluse : 3,00 eur/mois;Livebox Fibre migtech (migration);Offres;;Internet;R;;;;;0;44,99 eur/mois*;;0;;4110_RC_Livebox_Play_Fibre_MigTec.pdf;Internet
